"cluster","ID","Description","GeneRatio","pvalue","p.adjust","Count","geneID"
"3","GO:0030890","positive regulation of B cell proliferation","3/46",0.00381486369903906,0.0488500728214612,3,"CD40/MEF2C/CD74"
"3","GO:0032024","positive regulation of insulin secretion","3/46",0.00381486369903906,0.0488500728214612,3,"BLK/HLA-DRB1/PRKCB"
"3","GO:0090277","positive regulation of peptide hormone secretion","3/46",0.00381486369903906,0.0488500728214612,3,"BLK/HLA-DRB1/PRKCB"
"4","GO:0002376","immune system process","29/45",1.14205531751145e-06,0.00134534116402849,29,"GZMK/NCR3/CCL5/LYAR/CD8A/KLRG1/CD8B/CTSW/GZMA/IL7R/IL32/GZMM/SIT1/CST7/PIM1/CITED2/ID2/CD7/CD3E/CD2/HCST/CD3D/ZFP36L2/APOBEC3G/LCK/CKLF/XBP1/JUN/LAT"
"4","GO:0006955","immune response","24/45",8.6923915918516e-06,0.00511981864760059,24,"GZMK/NCR3/CCL5/LYAR/CD8A/KLRG1/CD8B/CTSW/GZMA/IL7R/IL32/GZMM/SIT1/CST7/PIM1/CD7/CD3E/CD2/HCST/CD3D/APOBEC3G/LCK/XBP1/LAT"
"4","GO:0042110","T cell activation","14/45",1.4161275143342e-05,0.00556066070628562,14,"NCR3/CCL5/CD8A/CD8B/IL7R/SIT1/CD7/CD3E/CD2/CD3D/ZFP36L2/LCK/XBP1/LAT"
"4","GO:0045321","leukocyte activation","17/45",5.51308399948532e-05,0.0162360323784843,17,"NCR3/CCL5/CD8A/CD8B/IL7R/SIT1/CST7/ID2/CD7/CD3E/CD2/CD3D/ZFP36L2/LCK/XBP1/JUN/LAT"
"4","GO:0002682","regulation of immune system process","20/45",9.03022929764919e-05,0.0211655206876848,20,"GZMK/NCR3/CCL5/LYAR/CD8A/CD8B/IL7R/SIT1/CST7/PIM1/ID2/CD7/CD3E/CD2/HCST/CD3D/ZFP36L2/LCK/XBP1/LAT"
"4","GO:0046649","lymphocyte activation","15/45",0.00010780401029381,0.0211655206876848,15,"NCR3/CCL5/CD8A/CD8B/IL7R/SIT1/ID2/CD7/CD3E/CD2/CD3D/ZFP36L2/LCK/XBP1/LAT"
"4","GO:0030097","hemopoiesis","14/45",0.00018480569396186,0.0311001582124388,14,"LYAR/CD8A/IL7R/PIM1/CITED2/ID2/CD3E/CD2/CD3D/ZFP36L2/LCK/PBXIP1/XBP1/JUN"
"4","GO:0001775","cell activation","17/45",0.000225553607925781,0.0332127687670713,17,"NCR3/CCL5/CD8A/CD8B/IL7R/SIT1/CST7/ID2/CD7/CD3E/CD2/CD3D/ZFP36L2/LCK/XBP1/JUN/LAT"
"4","GO:0045598","regulation of fat cell differentiation","4/45",0.000300912648923641,0.0379634389765915,4,"PIM1/ID2/ZFP36L2/XBP1"
"4","GO:0030217","T cell differentiation","8/45",0.00032227027993711,0.0379634389765915,8,"CD8A/IL7R/CD3E/CD2/CD3D/ZFP36L2/LCK/XBP1"
"4","GO:0002521","leukocyte differentiation","11/45",0.000383011524888899,0.0410170523926475,11,"CD8A/IL7R/CITED2/ID2/CD3E/CD2/CD3D/ZFP36L2/LCK/XBP1/JUN"
"4","GO:0001906","cell killing","8/45",0.00050426593057449,0.0465114341043386,8,"GZMK/NCR3/GZMA/IL7R/GZMM/PIM1/CD2/HCST"
"4","GO:0030098","lymphocyte differentiation","9/45",0.000516807739020135,0.0465114341043386,9,"CD8A/IL7R/ID2/CD3E/CD2/CD3D/ZFP36L2/LCK/XBP1"
"4","GO:0048661","positive regulation of smooth muscle cell proliferation","4/45",0.000582054306238375,0.0465114341043386,4,"CCL5/ID2/XBP1/JUN"
"4","GO:0006952","defense response","19/45",0.00059225085871399,0.0465114341043386,19,"GZMK/NCR3/CCL5/LYAR/KLRG1/GZMA/IL7R/IL32/GZMM/CST7/PIM1/CD2/PTPRCAP/HCST/APOBEC3G/PBXIP1/ALOX5AP/JUN/LAT"
"4","GO:0050776","regulation of immune response","15/45",0.000644438321261175,0.047446771402854,15,"GZMK/NCR3/CCL5/LYAR/CD8A/CD8B/IL7R/PIM1/CD7/CD3E/HCST/CD3D/LCK/XBP1/LAT"
"4","GO:0050852","T cell receptor signaling pathway","6/45",0.00071771418481774,0.0479347982046465,6,"CD8A/CD8B/CD3E/CD3D/LCK/LAT"
"4","GO:0007167","enzyme-linked receptor protein signaling pathway","9/45",0.000740619468484442,0.0479347982046465,9,"CD8A/CD8B/CITED2/CD7/HSPA5/CD3E/LCK/XBP1/JUN"
"4","GO:1903131","mononuclear cell differentiation","10/45",0.000773141906526556,0.0479347982046465,10,"CD8A/IL7R/ID2/CD3E/CD2/CD3D/ZFP36L2/LCK/XBP1/JUN"
"4","GO:0010604","positive regulation of macromolecule metabolic process","20/45",0.000824563027581967,0.0485667623245778,20,"CCL5/LYAR/IL7R/IL32/PIM1/CITED2/TMED10/ID2/CD7/HSPA5/CD3E/CD2/ZFP36L2/IER2/LCK/PBXIP1/XBP1/JUN/LAT/MYLIP"
"5","GO:0002443","leukocyte mediated immunity","18/42",1.08806565491021e-11,1.01842945299595e-08,18,"GZMB/SH2D1B/SPON2/XCL1/PRF1/KLRD1/PTGDR/NKG7/IL2RB/HAVCR2/TBX21/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3/CD7"
"5","GO:0001906","cell killing","13/42",5.79552555446584e-09,2.37098432435581e-06,13,"GNLY/GZMB/XCL1/PRF1/KLRD1/NKG7/HAVCR2/GZMA/GZMM/GZMH/NCR3/CX3CR1/FCGR3A"
"5","GO:0002252","immune effector process","18/42",1.01233513965477e-08,2.37098432435581e-06,18,"GZMB/SH2D1B/SPON2/XCL1/PRF1/KLRD1/PTGDR/NKG7/IL2RB/HAVCR2/TBX21/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3/CD7"
"5","GO:0006955","immune response","27/42",1.01324116425462e-08,2.37098432435581e-06,27,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/PRF1/KLRD1/CCL4/PTGDR/NKG7/IL2RB/HAVCR2/CST7/GZMA/TBX21/CD247/CTSW/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3/CD7/ZAP70"
"5","GO:0002449","lymphocyte mediated immunity","13/42",3.11447008117492e-08,5.83028799195946e-06,13,"GZMB/SH2D1B/XCL1/PRF1/KLRD1/NKG7/IL2RB/HAVCR2/TBX21/GZMM/NCR3/FCGR3A/CD7"
"5","GO:0031640","killing of cells of another organism","8/42",7.14303959605348e-08,9.55126437415151e-06,8,"GNLY/GZMB/XCL1/PRF1/NKG7/GZMA/GZMM/GZMH"
"5","GO:0141061","disruption of cell in another organism","8/42",7.14303959605348e-08,9.55126437415151e-06,8,"GNLY/GZMB/XCL1/PRF1/NKG7/GZMA/GZMM/GZMH"
"5","GO:0141060","disruption of anatomical structure in another organism","8/42",1.04950977440372e-07,1.22792643605236e-05,8,"GNLY/GZMB/XCL1/PRF1/NKG7/GZMA/GZMM/GZMH"
"5","GO:0001909","leukocyte mediated cytotoxicity","10/42",2.50415566453257e-07,2.60432189111387e-05,10,"GZMB/XCL1/PRF1/KLRD1/NKG7/HAVCR2/GZMM/NCR3/CX3CR1/FCGR3A"
"5","GO:0006952","defense response","23/42",6.22015064043571e-07,5.82206099944782e-05,23,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/PRF1/KLRD1/CCL4/PTGDR/NKG7/HAVCR2/CST7/GZMA/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3/AOAH/ALOX5AP"
"5","GO:0006954","inflammatory response","16/42",9.24818619389503e-07,7.86936570680522e-05,16,"GZMB/XCL2/XCL1/PRF1/CCL4/PTGDR/NKG7/HAVCR2/CST7/GZMA/NCR3/CX3CR1/FCGR3A/CCL3/AOAH/ALOX5AP"
"5","GO:0002376","immune system process","27/42",2.949329937079e-06,0.000230047735092162,27,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/PRF1/KLRD1/CCL4/PTGDR/NKG7/IL2RB/HAVCR2/CST7/GZMA/TBX21/CD247/CTSW/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3/CD7/ZAP70"
"5","GO:0045321","leukocyte activation","18/42",3.97225050440735e-06,0.000283091876325667,18,"SH2D1B/KLRF1/XCL1/PRF1/KLRD1/PTGDR/NKG7/HAVCR2/CST7/TBX21/CD247/NCR3/CX3CR1/FCGR3A/CD300A/CCL3/CD7/ZAP70"
"5","GO:0001775","cell activation","19/42",4.23428020145228e-06,0.000283091876325667,19,"SH2D1B/KLRF1/XCL1/PRF1/KLRD1/PTGDR/NKG7/HAVCR2/CST7/TBX21/CD247/NCR3/CX3CR1/TPST2/FCGR3A/CD300A/CCL3/CD7/ZAP70"
"5","GO:1990868","response to chemokine","5/42",5.68171309076673e-06,0.000320928345330618,5,"XCL2/XCL1/CCL4/CX3CR1/CCL3"
"5","GO:1990869","cellular response to chemokine","5/42",5.68171309076673e-06,0.000320928345330618,5,"XCL2/XCL1/CCL4/CX3CR1/CCL3"
"5","GO:0140546","defense response to symbiont","17/42",5.82882678485097e-06,0.000320928345330618,17,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/KLRD1/CCL4/NKG7/HAVCR2/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0002228","natural killer cell mediated immunity","7/42",6.4258114953617e-06,0.000332263814570515,7,"GZMB/SH2D1B/KLRD1/NKG7/HAVCR2/NCR3/FCGR3A"
"5","GO:0098542","defense response to other organism","17/42",6.74467144961515e-06,0.000332263814570515,17,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/KLRD1/CCL4/NKG7/HAVCR2/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0009605","response to external stimulus","23/42",9.2451383198778e-06,0.000432672473370281,23,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/PRF1/KLRD1/CCL4/NKG7/HAVCR2/CST7/GZMA/HOPX/TBX21/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3/AOAH"
"5","GO:0002250","adaptive immune response","13/42",1.4232884197532e-05,0.00061722584915665,13,"SH2D1B/XCL1/PRF1/KLRD1/IL2RB/HAVCR2/TBX21/CD247/GZMM/CX3CR1/FCGR3A/CD7/ZAP70"
"5","GO:0044419","biological process involved in interspecies interaction between organisms","21/42",1.49984099958121e-05,0.00061722584915665,21,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/PRF1/KLRD1/CCL4/NKG7/HAVCR2/GZMA/TBX21/GZMM/GZMH/NCR3/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0002703","regulation of leukocyte mediated immunity","9/42",1.53566606342858e-05,0.00061722584915665,9,"SH2D1B/XCL1/KLRD1/HAVCR2/TBX21/NCR3/CX3CR1/CD300A/CD7"
"5","GO:0051707","response to other organism","20/42",1.58263038245295e-05,0.00061722584915665,20,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/PRF1/KLRD1/CCL4/NKG7/HAVCR2/GZMA/TBX21/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0043207","response to external biotic stimulus","20/42",1.67466347950768e-05,0.000626994006727676,20,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/PRF1/KLRD1/CCL4/NKG7/HAVCR2/GZMA/TBX21/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0009607","response to biotic stimulus","20/42",2.33710183566759e-05,0.000841356660840332,20,"GNLY/GZMB/SH2D1B/SPON2/XCL2/KLRF1/XCL1/PRF1/KLRD1/CCL4/NKG7/HAVCR2/GZMA/TBX21/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0019730","antimicrobial humoral response","6/42",3.20146582962828e-05,0.00110984148760447,6,"GNLY/SPON2/XCL2/XCL1/CCL4/CCL3"
"5","GO:0002684","positive regulation of immune system process","17/42",3.36771009234957e-05,0.00112577737372828,17,"GZMB/SH2D1B/SPON2/XCL1/PRF1/KLRD1/CCL4/HAVCR2/TBX21/CD247/NCR3/CX3CR1/FCGR3A/CD300A/CCL3/CD7/ZAP70"
"5","GO:0046631","alpha-beta T cell activation","8/42",3.82772565601742e-05,0.00123543145311459,8,"KLRF1/XCL1/NKG7/TBX21/CD247/NCR3/CD300A/ZAP70"
"5","GO:0002704","negative regulation of leukocyte mediated immunity","6/42",4.12472840467105e-05,0.00128691526225737,6,"XCL1/KLRD1/HAVCR2/TBX21/CX3CR1/CD300A"
"5","GO:0002456","T cell mediated immunity","7/42",4.62596579896786e-05,0.00139674322188191,7,"XCL1/PRF1/KLRD1/TBX21/GZMM/FCGR3A/CD7"
"5","GO:0042267","natural killer cell mediated cytotoxicity","6/42",5.2504663670783e-05,0.0015357614123704,6,"GZMB/KLRD1/NKG7/HAVCR2/NCR3/FCGR3A"
"5","GO:0002708","positive regulation of lymphocyte mediated immunity","6/42",6.6099875195333e-05,0.00187483282372217,6,"SH2D1B/XCL1/KLRD1/TBX21/NCR3/CD7"
"5","GO:0002706","regulation of lymphocyte mediated immunity","7/42",0.000109129979555562,0.00300428414305901,7,"SH2D1B/XCL1/KLRD1/HAVCR2/TBX21/NCR3/CD7"
"5","GO:0002366","leukocyte activation involved in immune response","9/42",0.000119027608123353,0.00314413091708232,9,"SH2D1B/PTGDR/NKG7/HAVCR2/TBX21/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","5/42",0.000120928112195474,0.00314413091708232,5,"GNLY/XCL2/XCL1/CCL4/CCL3"
"5","GO:0002444","myeloid leukocyte mediated immunity","6/42",0.000124476108508961,0.00314890912336183,6,"SPON2/PTGDR/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0002263","cell activation involved in immune response","9/42",0.000132726215159264,0.00315447668629088,9,"SH2D1B/PTGDR/NKG7/HAVCR2/TBX21/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","9/42",0.000132726215159264,0.00315447668629088,9,"XCL1/PRF1/KLRD1/IL2RB/HAVCR2/TBX21/GZMM/FCGR3A/CD7"
"5","GO:0002699","positive regulation of immune effector process","8/42",0.000134806695995337,0.00315447668629088,8,"SH2D1B/SPON2/XCL1/KLRD1/TBX21/NCR3/CD300A/CD7"
"5","GO:0002697","regulation of immune effector process","10/42",0.00013951366979108,0.00318499499815733,10,"SH2D1B/SPON2/XCL1/KLRD1/HAVCR2/TBX21/NCR3/CX3CR1/CD300A/CD7"
"5","GO:0030101","natural killer cell activation","5/42",0.000157894537189991,0.00351879254309123,5,"KLRD1/NKG7/HAVCR2/NCR3/FCGR3A"
"5","GO:0002705","positive regulation of leukocyte mediated immunity","6/42",0.000182135086617153,0.00387451002440125,6,"SH2D1B/XCL1/KLRD1/TBX21/NCR3/CD7"
"5","GO:0031341","regulation of cell killing","6/42",0.000182135086617153,0.00387451002440125,6,"XCL1/PRF1/KLRD1/HAVCR2/NCR3/CX3CR1"
"5","GO:0001913","T cell mediated cytotoxicity","5/42",0.000257184482847156,0.00534943724322085,5,"XCL1/PRF1/KLRD1/GZMM/FCGR3A"
"5","GO:0002698","negative regulation of immune effector process","6/42",0.000306262146432686,0.0062317688926303,6,"XCL1/KLRD1/HAVCR2/TBX21/CX3CR1/CD300A"
"5","GO:0007186","G protein-coupled receptor signaling pathway","8/42",0.000341636816078376,0.00680366084785873,8,"AKR1C3/XCL2/XCL1/CCL4/PTGDR/S1PR5/CX3CR1/CCL3"
"5","GO:0002682","regulation of immune system process","18/42",0.000360811860999402,0.00703583128948834,18,"GZMB/SH2D1B/SPON2/XCL1/PRF1/KLRD1/CCL4/HAVCR2/CST7/TBX21/CD247/NCR3/CX3CR1/FCGR3A/CD300A/CCL3/CD7/ZAP70"
"5","GO:0072676","lymphocyte migration","5/42",0.000398075792779464,0.00760406004166487,5,"XCL1/CCL4/TBX21/CCL3/ZAP70"
"5","GO:0002347","response to tumor cell","4/42",0.000444485021689566,0.00832075960602867,4,"GZMB/PRF1/NKG7/HAVCR2"
"5","GO:0032101","regulation of response to external stimulus","13/42",0.000512312488197509,0.00940244095986016,13,"SH2D1B/XCL1/KLRD1/CCL4/NKG7/HAVCR2/CST7/HOPX/NCR3/CX3CR1/CD300A/CCL3/AOAH"
"5","GO:0043299","leukocyte degranulation","5/42",0.000710051933598952,0.012732672581581,5,"PTGDR/NKG7/FCGR3A/CD300A/CCL3"
"5","GO:0046649","lymphocyte activation","13/42",0.000720973981649349,0.012732672581581,13,"KLRF1/XCL1/PRF1/KLRD1/NKG7/HAVCR2/TBX21/CD247/NCR3/FCGR3A/CD300A/CD7/ZAP70"
"5","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","4/42",0.000775564209873733,0.0134431129711447,4,"XCL1/KLRD1/HAVCR2/TBX21"
"5","GO:0002715","regulation of natural killer cell mediated immunity","4/42",0.00099355081789095,0.0161648968968473,4,"SH2D1B/KLRD1/HAVCR2/NCR3"
"5","GO:0002820","negative regulation of adaptive immune response","4/42",0.00099355081789095,0.0161648968968473,4,"XCL1/KLRD1/HAVCR2/TBX21"
"5","GO:0001910","regulation of leukocyte mediated cytotoxicity","5/42",0.00100167096155678,0.0161648968968473,5,"XCL1/KLRD1/HAVCR2/NCR3/CX3CR1"
"5","GO:0042116","macrophage activation","5/42",0.00100167096155678,0.0161648968968473,5,"HAVCR2/CST7/CX3CR1/FCGR3A/CCL3"
"5","GO:0032103","positive regulation of response to external stimulus","10/42",0.00102993804725774,0.0163393561395465,10,"SH2D1B/XCL1/KLRD1/CCL4/NKG7/HAVCR2/NCR3/CX3CR1/CD300A/CCL3"
"5","GO:0045087","innate immune response","13/42",0.00110890345094542,0.0172988938347485,13,"GZMB/SH2D1B/SPON2/KLRF1/KLRD1/NKG7/HAVCR2/GZMM/NCR3/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0002274","myeloid leukocyte activation","7/42",0.00130548167109705,0.0200316531827351,7,"PTGDR/HAVCR2/CST7/CX3CR1/FCGR3A/CD300A/CCL3"
"5","GO:0002275","myeloid cell activation involved in immune response","5/42",0.0013744129602409,0.0207492021094433,5,"PTGDR/HAVCR2/CX3CR1/CD300A/CCL3"
"5","GO:0006959","humoral immune response","6/42",0.00157334000915004,0.0233298754512542,6,"GNLY/SPON2/XCL2/XCL1/CCL4/CCL3"
"5","GO:0019722","calcium-mediated signaling","5/42",0.00159520515906012,0.0233298754512542,5,"CCL4/CX3CR1/FCGR3A/CCL3/ZAP70"
"5","GO:0050778","positive regulation of immune response","12/42",0.00167613107158512,0.0241362874308258,12,"GZMB/SH2D1B/XCL1/PRF1/KLRD1/HAVCR2/TBX21/CD247/NCR3/CD300A/CD7/ZAP70"
"5","GO:0031343","positive regulation of cell killing","4/42",0.00190163971620769,0.0269687087025818,4,"XCL1/PRF1/KLRD1/NCR3"
"5","GO:0002369","T cell cytokine production","3/42",0.00217525810057021,0.0295078490164307,3,"XCL1/TBX21/CD7"
"5","GO:0002710","negative regulation of T cell mediated immunity","3/42",0.00217525810057021,0.0295078490164307,3,"XCL1/KLRD1/TBX21"
"5","GO:0002724","regulation of T cell cytokine production","3/42",0.00217525810057021,0.0295078490164307,3,"XCL1/TBX21/CD7"
"5","GO:0002707","negative regulation of lymphocyte mediated immunity","4/42",0.00230133369653838,0.0307721191422846,4,"XCL1/KLRD1/HAVCR2/TBX21"
"5","GO:0071674","mononuclear cell migration","6/42",0.00242549353415397,0.0319755203939171,6,"XCL1/CCL4/TBX21/CX3CR1/CCL3/ZAP70"
"5","GO:0042110","T cell activation","10/42",0.00263743919553526,0.0342867095419584,10,"KLRF1/XCL1/NKG7/HAVCR2/TBX21/CD247/NCR3/CD300A/CD7/ZAP70"
"5","GO:0002690","positive regulation of leukocyte chemotaxis","4/42",0.00275558907735865,0.0348544780595634,4,"XCL1/CCL4/CX3CR1/CCL3"
"5","GO:0002720","positive regulation of cytokine production involved in immune response","4/42",0.00275558907735865,0.0348544780595634,4,"SPON2/XCL1/TBX21/CD7"
"5","GO:0043030","regulation of macrophage activation","3/42",0.00293252673476708,0.0365979336498932,3,"HAVCR2/CST7/CCL3"
"5","GO:0050776","regulation of immune response","13/42",0.00318241727128369,0.0391939811305465,13,"GZMB/SH2D1B/XCL1/PRF1/KLRD1/HAVCR2/TBX21/CD247/NCR3/FCGR3A/CD300A/CD7/ZAP70"
"5","GO:0035821","modulation of process of another organism","4/42",0.00326796297650177,0.0397248486494241,4,"PRF1/CCL4/CX3CR1/CCL3"
"5","GO:0046636","negative regulation of alpha-beta T cell activation","3/42",0.00383368777986127,0.0455196990733984,3,"XCL1/TBX21/CD300A"
"5","GO:0050921","positive regulation of chemotaxis","4/42",0.00384194041324623,0.0455196990733984,4,"XCL1/CCL4/CX3CR1/CCL3"
