"cluster","ID","Description","GeneRatio","pvalue","p.adjust","Count","geneID"
"7","GO:0006955","immune response","31/44",1.96016127475572e-11,1.81902966297331e-08,31,"FCRL6/CD8A/CCL5/NKG7/CST7/TIGIT/GZMA/CD8B/KLRG1/APOBEC3G/GZMK/CTSW/CCL4/GZMM/SH2D1A/LITAF/LYAR/CD3G/PRF1/CD3D/GZMB/IL32/PDIA3/FYN/PRKCH/CTSC/ZAP70/HCST/SKAP1/HLA-C/LCK"
"7","GO:0002376","immune system process","32/44",3.12297494403736e-09,1.44906037403333e-06,32,"FCRL6/CD8A/CCL5/NKG7/CST7/TIGIT/GZMA/CD8B/KLRG1/APOBEC3G/GZMK/CTSW/CCL4/GZMM/SH2D1A/LITAF/LYAR/CD3G/PRF1/CD3D/GZMB/IL32/PDIA3/FYN/PRKCH/CTSC/CD99/ZAP70/HCST/SKAP1/HLA-C/LCK"
"7","GO:0001906","cell killing","12/44",1.19263184735831e-07,3.68920784782836e-05,12,"GZMH/NKG7/TIGIT/GZMA/GZMK/GZMM/SH2D1A/PRF1/GZMB/CTSC/HCST/HLA-C"
"7","GO:0050852","T cell receptor signaling pathway","9/44",6.30565068969392e-07,0.00014164642306767,9,"CD8A/CD8B/SH2D1A/CD3G/CD3D/FYN/ZAP70/SKAP1/LCK"
"7","GO:0002682","regulation of immune system process","23/44",7.63181158769775e-07,0.00014164642306767,23,"CD8A/CCL5/CST7/TIGIT/CD8B/GZMK/CCL4/SH2D1A/LITAF/LYAR/CD3G/PRF1/CD3D/GZMB/FYN/PRKCH/CTSC/CD99/ZAP70/HCST/SKAP1/HLA-C/LCK"
"7","GO:0031640","killing of cells of another organism","7/44",2.05847028865852e-06,0.000272894346839301,7,"GZMH/NKG7/GZMA/GZMK/GZMM/PRF1/GZMB"
"7","GO:0141061","disruption of cell in another organism","7/44",2.05847028865852e-06,0.000272894346839301,7,"GZMH/NKG7/GZMA/GZMK/GZMM/PRF1/GZMB"
"7","GO:0050851","antigen receptor-mediated signaling pathway","10/44",2.71177246359824e-06,0.000293087544240284,10,"CD8A/CD8B/SH2D1A/CD3G/CD3D/FYN/PRKCH/ZAP70/SKAP1/LCK"
"7","GO:0141060","disruption of anatomical structure in another organism","7/44",2.84244385577862e-06,0.000293087544240284,7,"GZMH/NKG7/GZMA/GZMK/GZMM/PRF1/GZMB"
"7","GO:0001909","leukocyte mediated cytotoxicity","9/44",4.33366953764646e-06,0.000402164533093591,9,"NKG7/TIGIT/GZMM/SH2D1A/PRF1/GZMB/CTSC/HCST/HLA-C"
"7","GO:0050776","regulation of immune response","18/44",7.16812025233795e-06,0.000604728690379056,18,"CD8A/CCL5/TIGIT/CD8B/GZMK/SH2D1A/LYAR/CD3G/PRF1/CD3D/GZMB/FYN/PRKCH/ZAP70/HCST/SKAP1/HLA-C/LCK"
"7","GO:0002684","positive regulation of immune system process","18/44",1.63332270984385e-05,0.00126310289561258,18,"CD8A/CCL5/CD8B/GZMK/CCL4/SH2D1A/CD3G/PRF1/CD3D/GZMB/FYN/PRKCH/CTSC/CD99/ZAP70/SKAP1/HLA-C/LCK"
"7","GO:0002250","adaptive immune response","13/44",2.50714586990069e-05,0.00178971643635988,13,"CD8A/CD8B/GZMM/SH2D1A/CD3G/PRF1/CD3D/PDIA3/FYN/CTSC/ZAP70/SKAP1/HLA-C"
"7","GO:0002449","lymphocyte mediated immunity","10/44",3.12533323994613e-05,0.00207164946190715,10,"CD8A/NKG7/TIGIT/GZMM/SH2D1A/PRF1/GZMB/CTSC/HCST/HLA-C"
"7","GO:0050778","positive regulation of immune response","15/44",4.5969862362006e-05,0.00284400215146277,15,"CD8A/CCL5/CD8B/GZMK/SH2D1A/CD3G/PRF1/CD3D/GZMB/FYN/PRKCH/ZAP70/SKAP1/HLA-C/LCK"
"7","GO:0042267","natural killer cell mediated cytotoxicity","6/44",6.90120402048935e-05,0.00400269833188382,6,"NKG7/TIGIT/SH2D1A/GZMB/HCST/HLA-C"
"7","GO:0002228","natural killer cell mediated immunity","6/44",0.000108020076978939,0.00589662537861504,6,"NKG7/TIGIT/SH2D1A/GZMB/HCST/HLA-C"
"7","GO:0002429","immune response-activating cell surface receptor signaling pathway","10/44",0.000118702251067022,0.00605103747848778,10,"CD8A/CD8B/SH2D1A/CD3G/CD3D/FYN/PRKCH/ZAP70/SKAP1/LCK"
"7","GO:0006952","defense response","20/44",0.000123889775960418,0.00605103747848778,20,"CCL5/NKG7/CST7/TIGIT/GZMA/KLRG1/APOBEC3G/GZMK/CCL4/GZMM/SH2D1A/LYAR/PRF1/GZMB/IL32/FYN/CTSC/PTPRCAP/HCST/HLA-C"
"7","GO:0002252","immune effector process","13/44",0.000148815588677161,0.00690504331462027,13,"CD8A/NKG7/TIGIT/GZMK/GZMM/SH2D1A/LITAF/PRF1/GZMB/FYN/CTSC/HCST/HLA-C"
"7","GO:0001775","cell activation","17/44",0.000163125011009569,0.00720857191508953,17,"CD8A/CCL5/NKG7/CST7/TIGIT/CD8B/TPST2/SH2D1A/PLEK/CD3G/PRF1/CD3D/PDIA3/FYN/CTSC/ZAP70/LCK"
"7","GO:0048584","positive regulation of response to stimulus","21/44",0.000204408924271933,0.00862234007837973,21,"CD8A/CCL5/NKG7/CD8B/GZMK/CCL4/SH2D1A/LITAF/CD3G/PRF1/CD3D/GZMB/PDIA3/FYN/PRKCH/CTSC/ZAP70/HCST/SKAP1/HLA-C/LCK"
"7","GO:0002768","immune response-regulating cell surface receptor signaling pathway","10/44",0.000232520859730503,0.00938171120999595,10,"CD8A/CD8B/SH2D1A/CD3G/CD3D/FYN/PRKCH/ZAP70/SKAP1/LCK"
"7","GO:0048583","regulation of response to stimulus","26/44",0.000285896971326318,0.0110546828912843,26,"CD8A/CCL5/NKG7/CST7/TIGIT/CD8B/APOBEC3G/GZMK/CCL4/SH2D1A/PLEK/LITAF/LYAR/CD3G/PRF1/CD3D/GZMB/PDIA3/FYN/PRKCH/CTSC/ZAP70/HCST/SKAP1/HLA-C/LCK"
"7","GO:0002443","leukocyte mediated immunity","10/44",0.000361364015642779,0.01341383226066,10,"CD8A/NKG7/TIGIT/GZMM/SH2D1A/PRF1/GZMB/CTSC/HCST/HLA-C"
"7","GO:0002253","activation of immune response","11/44",0.000695735828183729,0.0248324172520962,11,"CD8A/CD8B/GZMK/SH2D1A/CD3G/CD3D/FYN/PRKCH/ZAP70/SKAP1/LCK"
"7","GO:0140546","defense response to symbiont","14/44",0.000807098998423686,0.0277402915013771,14,"CCL5/NKG7/TIGIT/KLRG1/APOBEC3G/GZMK/CCL4/GZMM/SH2D1A/LYAR/GZMB/FYN/HCST/HLA-C"
"7","GO:0098542","defense response to other organism","14/44",0.000897702247689959,0.0297524173520101,14,"CCL5/NKG7/TIGIT/KLRG1/APOBEC3G/GZMK/CCL4/GZMM/SH2D1A/LYAR/GZMB/FYN/HCST/HLA-C"
"7","GO:0044419","biological process involved in interspecies interaction between organisms","18/44",0.00140481617548033,0.0449184609472009,18,"GZMH/CCL5/NKG7/TIGIT/GZMA/KLRG1/APOBEC3G/GZMK/CCL4/GZMM/SH2D1A/LITAF/LYAR/PRF1/GZMB/FYN/HCST/HLA-C"
"7","GO:0051707","response to other organism","17/44",0.00148566081866417,0.0449184609472009,17,"CCL5/NKG7/TIGIT/GZMA/KLRG1/APOBEC3G/GZMK/CCL4/GZMM/SH2D1A/LITAF/LYAR/PRF1/GZMB/FYN/HCST/HLA-C"
"7","GO:0002757","immune response-activating signaling pathway","10/44",0.00151680299949376,0.0449184609472009,10,"CD8A/CD8B/SH2D1A/CD3G/CD3D/FYN/PRKCH/ZAP70/SKAP1/LCK"
"7","GO:0043207","response to external biotic stimulus","17/44",0.0015489124464552,0.0449184609472009,17,"CCL5/NKG7/TIGIT/GZMA/KLRG1/APOBEC3G/GZMK/CCL4/GZMM/SH2D1A/LITAF/LYAR/PRF1/GZMB/FYN/HCST/HLA-C"
"8","GO:0019884","antigen processing and presentation of exogenous antigen","13/49",4.49985120863033e-13,1.99023419421119e-10,13,"CD1C/LGMN/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0002399","MHC class II protein complex assembly","10/49",5.14272401604958e-13,1.99023419421119e-10,10,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0002503","peptide antigen assembly with MHC class II protein complex","10/49",5.14272401604958e-13,1.99023419421119e-10,10,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","11/49",8.08725237134883e-12,2.347325000784e-09,11,"LGMN/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","11/49",1.51339296599946e-11,2.92841538920896e-09,11,"LGMN/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","11/49",1.51339296599946e-11,2.92841538920896e-09,11,"LGMN/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0002396","MHC protein complex assembly","10/49",2.03998439883014e-11,2.96052735880224e-09,10,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0002501","peptide antigen assembly with MHC protein complex","10/49",2.03998439883014e-11,2.96052735880224e-09,10,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0002478","antigen processing and presentation of exogenous peptide antigen","11/49",8.04818188189771e-11,1.0382154627648e-08,11,"LGMN/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0019882","antigen processing and presentation","13/49",1.44597567153295e-09,1.67877775464975e-07,13,"CD1C/LGMN/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0048002","antigen processing and presentation of peptide antigen","11/49",1.70410423161702e-09,1.79860455718851e-07,11,"LGMN/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRB5/HLA-DRA"
"8","GO:0050870","positive regulation of T cell activation","12/49",4.39919544554209e-07,4.25622159356198e-05,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0002250","adaptive immune response","16/49",5.76027034097698e-07,5.14436451221098e-05,16,"FCER1A/CLEC10A/CD1C/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/SEMA4A/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:1903039","positive regulation of leukocyte cell-cell adhesion","12/49",8.74718005249183e-07,7.25391145781644e-05,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0022409","positive regulation of cell-cell adhesion","12/49",1.93095227830741e-06,0.000149455706340993,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0051239","regulation of multicellular organismal process","26/49",3.4000662702325e-06,0.000246717308733746,26,"SERPINF1/LGMN/NDRG2/HLA-DQB2/HLA-DOA/BASP1/HLA-DQA2/SULF2/HLA-DQA1/FABP5/SEMA4A/PLD4/HLA-DQB1/HLA-DPB1/RPS6KA4/ID1/VCL/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/CD33/LMNA/IL1B/CST3/HLA-DRA"
"8","GO:0051251","positive regulation of lymphocyte activation","12/49",5.25725155672978e-06,0.000359039356315487,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:1903037","regulation of leukocyte cell-cell adhesion","12/49",6.85991077632574e-06,0.00044246424507301,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0042110","T cell activation","15/49",8.51012918045561e-06,0.000520013683079419,15,"CD1C/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/GSN/SEMA4A/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0002696","positive regulation of leukocyte activation","12/49",1.00722961196442e-05,0.000584696789745348,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0050863","regulation of T cell activation","12/49",1.63770899352873e-05,0.000905419114993739,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0050867","positive regulation of cell activation","12/49",1.8412920672222e-05,0.000971700040929536,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0045785","positive regulation of cell adhesion","12/49",2.59130808997597e-05,0.00130804725759222,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0007159","leukocyte cell-cell adhesion","12/49",2.89479181603514e-05,0.001400355541007,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0022407","regulation of cell-cell adhesion","12/49",3.22892050389222e-05,0.00149951068200755,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0098609","cell-cell adhesion","14/49",9.67460664217599e-05,0.00432008396598705,14,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/VCL/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/CD33/IL1B/HLA-DRA"
"8","GO:0002694","regulation of leukocyte activation","13/49",0.00013511503077814,0.00560244824047929,13,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/CD33/IL1B/HLA-DRA"
"8","GO:0030155","regulation of cell adhesion","13/49",0.00013511503077814,0.00560244824047929,13,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/VCL/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0002711","positive regulation of T cell mediated immunity","5/49",0.000143382925235381,0.00574026124821644,5,"CD1C/CD1D/HLA-DRB1/IL1B/HLA-DRA"
"8","GO:0045321","leukocyte activation","17/49",0.000190766091570006,0.00738264774375923,17,"FCER1A/CD1C/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/GSN/SEMA4A/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/CD33/IL1B/HLA-DRA"
"8","GO:0001775","cell activation","18/49",0.000222320246102921,0.00832625179759648,18,"FCER1A/CD1C/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/GSN/SEMA4A/HLA-DQB1/HLA-DPB1/VCL/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/CD33/IL1B/HLA-DRA"
"8","GO:0051249","regulation of lymphocyte activation","12/49",0.000237249283471465,0.0086077005659491,12,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0050865","regulation of cell activation","13/49",0.000274184497002673,0.00964630912182132,13,"HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/CD33/IL1B/HLA-DRA"
"8","GO:0046649","lymphocyte activation","15/49",0.000317816325924343,0.0108524927764165,15,"CD1C/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/GSN/SEMA4A/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0019883","antigen processing and presentation of endogenous antigen","4/49",0.000420471653146495,0.0139476454086594,4,"CD1C/CD1D/HLA-DRB1/HLA-DRA"
"8","GO:0051240","positive regulation of multicellular organismal process","17/49",0.000477429852266152,0.0153971127355834,17,"SERPINF1/HLA-DQB2/HLA-DOA/BASP1/HLA-DQA2/SULF2/HLA-DQA1/FABP5/SEMA4A/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/IL1B/HLA-DRA"
"8","GO:0001916","positive regulation of T cell mediated cytotoxicity","4/49",0.000592703471060266,0.0185980737811073,4,"CD1C/CD1D/HLA-DRB1/HLA-DRA"
"8","GO:0048583","regulation of response to stimulus","27/49",0.00101650456038725,0.0310568893318316,27,"FCER1A/ENHO/CD1C/LGMN/NDRG2/HLA-DQB2/HLA-DOA/HLA-DQA2/SULF2/HLA-DQA1/FABP5/CCDC88A/TRIM33/HLA-DQB1/CSF2RA/HLA-DPB1/ID1/MGST2/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/ZNF385A/CD33/LMNA/IL1B/HLA-DRA"
"8","GO:0002709","regulation of T cell mediated immunity","5/49",0.00121811112804431,0.0360370011999259,5,"CD1C/CD1D/HLA-DRB1/IL1B/HLA-DRA"
"8","GO:0048584","positive regulation of response to stimulus","21/49",0.00124158488199572,0.0360370011999259,21,"ENHO/CD1C/LGMN/HLA-DQB2/HLA-DOA/HLA-DQA2/SULF2/HLA-DQA1/FABP5/CCDC88A/HLA-DQB1/CSF2RA/HLA-DPB1/MGST2/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/ZNF385A/IL1B/HLA-DRA"
"8","GO:0002708","positive regulation of lymphocyte mediated immunity","5/49",0.00145822416375845,0.0412926403444771,5,"CD1C/CD1D/HLA-DRB1/IL1B/HLA-DRA"
"8","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","5/49",0.00173162443072447,0.0471922955966087,5,"CD1C/CD1D/HLA-DRB1/IL1B/HLA-DRA"
"8","GO:0050776","regulation of immune response","15/49",0.0017478627998744,0.0471922955966087,15,"FCER1A/CD1C/HLA-DQB2/HLA-DOA/HLA-DQA2/HLA-DQA1/HLA-DQB1/HLA-DPB1/CD1D/HLA-DPA1/HLA-DRB1/HLA-DRB5/CD33/IL1B/HLA-DRA"
"8","GO:0001914","regulation of T cell mediated cytotoxicity","4/49",0.00178964598891408,0.0472222498438466,4,"CD1C/CD1D/HLA-DRB1/HLA-DRA"
"9","GO:0007596","blood coagulation","7/37",2.78387329262971e-05,0.00876905001463936,7,"GP9/PF4/TREML1/TUBB1/MYL9/CD9/F13A1"
"9","GO:0050817","coagulation","7/37",2.78387329262971e-05,0.00876905001463936,7,"GP9/PF4/TREML1/TUBB1/MYL9/CD9/F13A1"
"9","GO:0007599","hemostasis","7/37",3.31414274997539e-05,0.00876905001463936,7,"GP9/PF4/TREML1/TUBB1/MYL9/CD9/F13A1"
"9","GO:0042060","wound healing","9/37",3.61610309882035e-05,0.00876905001463936,9,"GP9/PF4/TREML1/TUBB1/DMTN/MYL9/CD9/F13A1/TPM1"
"9","GO:0030168","platelet activation","6/37",8.71110463567661e-05,0.0168995429932126,6,"GP9/PF4/TREML1/TUBB1/MYL9/CD9"
"9","GO:0050878","regulation of body fluid levels","7/37",0.000129815158033987,0.0209867838821612,7,"GP9/PF4/TREML1/TUBB1/MYL9/CD9/F13A1"
"9","GO:0009653","anatomical structure morphogenesis","15/37",0.000184478436607556,0.0255634405013327,15,"CLDN5/PF4/ITGA2B/ACRBP/TUBB1/CLU/SPARC/DMTN/MYL9/CA2/CD9/TPM1/PGRMC1/TPM4/PARVB"
"9","GO:0009611","response to wounding","9/37",0.000218294463463394,0.0261439859774922,9,"GP9/PF4/TREML1/TUBB1/DMTN/MYL9/CD9/F13A1/TPM1"
"9","GO:0048646","anatomical structure formation involved in morphogenesis","10/37",0.00025547096845491,0.0261439859774922,10,"CLDN5/PF4/ITGA2B/ACRBP/TUBB1/SPARC/MYL9/CD9/TPM1/TPM4"
"9","GO:0007612","learning","4/37",0.00026952562863394,0.0261439859774922,4,"CLDN5/NRGN/PGRMC1/VDAC3"
"9","GO:0065008","regulation of biological quality","18/37",0.000406924481276287,0.0358833406216362,18,"CLDN5/GP9/PF4/TREML1/TUBB1/CLU/SPARC/DMTN/MYL9/CA2/CD9/NRGN/F13A1/PTGS1/TPM1/PGRMC1/SNCA/PARVB"
